time_stamp, total_power, temps_avg,
1646080464.9725366,9.897,69.0,
1646080465.1730626,9.897,68.5,
1646080465.3736043,9.897,68.0,
1646080465.57414,9.897,67.5,
1646080465.7747772,9.897,68.25,
1646080465.9754746,9.897,68.25,
1646080466.176004,9.897,68.5,
1646080466.3764474,9.897,68.0,
1646080466.576879,9.962,68.0,
1646080466.7773833,9.962,67.75,
1646080466.977917,10.084,67.5,
1646080467.1784565,10.084,68.0,
1646080467.378975,10.084,67.5,
1646080467.579497,10.084,67.5,
1646080467.7800179,9.691,68.0,
1646080467.9805534,9.691,68.75,
1646080468.1810818,9.691,67.0,
1646080468.3816059,9.691,67.5,
1646080468.5822842,9.691,67.5,
1646080468.782827,9.691,68.5,
1646080468.9837134,9.63,68.25,
1646080469.1842318,9.63,68.0,
1646080469.384775,9.63,68.75,
1646080469.5853004,9.63,68.0,
1646080469.7858229,9.939,68.5,
1646080469.9863634,9.939,68.25,
1646080470.1868865,9.939,67.25,
1646080470.3874114,9.939,67.25,
1646080470.5879476,9.939,67.25,
1646080470.7884586,9.973,67.75,
1646080470.988997,9.973,68.25,
1646080471.1895137,9.973,68.0,
1646080471.3900373,9.973,68.25,
1646080471.5907013,9.973,68.0,
1646080471.793063,9.84,67.75,
1646080471.9934711,9.84,68.75,
1646080472.1940098,9.84,68.5,
1646080472.3945467,9.84,68.5,
1646080472.5952005,9.84,68.25,
1646080472.79575,9.84,67.75,
1646080472.9963012,10.187,68.0,
1646080473.1968234,10.187,68.75,
1646080473.397348,10.187,68.25,
1646080473.5978127,10.187,67.0,
1646080473.7981095,10.202,68.5,
1646080473.9985354,10.202,68.75,
1646080474.1990566,10.202,68.0,
1646080474.399577,10.202,67.5,
1646080474.6006024,10.202,68.25,
1646080474.8009462,10.202,67.75,
1646080475.0012524,10.202,67.75,
1646080475.2015824,10.218,67.25,
1646080475.4019191,10.218,68.25,
1646080475.6022809,10.218,68.0,
1646080475.8027442,10.218,67.75,
1646080476.0031908,10.222,68.25,
1646080476.2035139,10.222,68.0,
1646080476.4039438,10.222,68.25,
1646080476.604494,10.222,68.0,
1646080476.8050158,10.004,68.0,
1646080477.0055225,10.004,68.75,
1646080477.206031,10.004,68.5,
1646080477.4065547,10.004,69.25,
1646080477.607079,10.004,68.5,
1646080477.8077447,10.004,68.25,
1646080478.0082724,10.004,68.25,
1646080478.2087936,10.004,67.5,
1646080478.4093091,10.004,68.25,
1646080478.6098242,10.004,68.0,
1646080478.810337,10.004,68.5,
1646080479.010757,10.004,67.75,
1646080479.2112887,10.004,67.75,
1646080479.411823,10.004,68.25,
1646080479.6123238,10.004,68.0,
1646080479.812852,10.004,68.0,
1646080480.0133584,10.004,68.25,
1646080480.213896,10.191,68.5,
1646080480.4144058,10.191,68.75,
1646080480.6149466,10.191,67.5,
1646080480.8154812,10.191,67.75,
1646080481.0159976,10.191,67.75,
1646080481.2165227,10.08,67.75,
1646080481.417076,10.08,67.75,
1646080481.6175966,10.08,67.75,
1646080481.8181028,9.996,68.25,
1646080482.018682,9.996,67.75,
1646080482.219111,9.996,67.75,
1646080482.4196365,9.996,68.25,
1646080482.6201777,9.996,66.5,
1646080482.820685,9.97,67.5,
1646080483.0212152,9.97,67.5,
1646080483.2217612,9.97,67.5,
1646080483.4223177,9.97,68.0,
1646080483.6228704,9.97,68.25,
1646080483.8233116,10.031,67.5,
1646080484.0236363,10.031,67.75,
1646080484.224025,10.031,68.0,
1646080484.4247088,10.031,68.0,
1646080484.6252499,10.031,67.75,
1646080484.8257718,10.031,67.0,
1646080485.0262945,9.783,68.0,
1646080485.2268002,9.783,68.25,
1646080485.427486,9.783,68.75,
1646080485.6280224,9.783,67.75,
1646080485.828559,9.783,67.75,
1646080486.0290983,10.183,67.25,
1646080486.229596,10.183,68.25,
1646080486.4301114,10.183,68.0,
1646080486.6307154,10.183,67.75,
1646080486.8312297,10.183,68.75,
1646080487.0317466,10.183,68.0,
1646080487.2322469,10.183,68.0,
1646080487.4327788,9.76,66.75,
1646080487.6332998,9.76,68.0,
1646080487.8338275,9.76,67.0,
1646080488.0343583,10.077,67.25,
1646080488.2350168,10.077,68.0,
1646080488.4354658,10.077,67.25,
1646080488.6357942,10.077,67.5,
1646080488.8360958,9.809,68.25,
1646080489.0365202,9.809,67.75,
1646080489.2373445,9.809,68.0,
1646080489.4378,9.809,66.25,
1646080489.6382394,9.809,67.5,
1646080489.8387191,9.809,67.0,
1646080490.0391464,9.809,67.5,
1646080490.239573,9.619,67.5,
1646080490.4399786,9.619,67.5,
1646080490.6405418,9.619,66.75,
1646080490.8411975,9.619,67.5,
1646080491.0416198,9.771,67.0,
1646080491.2419276,9.771,67.5,
1646080491.4423456,9.771,67.5,
1646080491.6427774,9.771,67.5,
1646080491.8430817,9.764,67.5,
1646080492.0434856,9.764,67.5,
1646080492.2440546,9.764,67.75,
1646080492.4446952,9.764,67.25,
1646080492.6452374,9.764,67.25,
1646080492.845774,9.97,67.25,
