total_watts,w_big,w_little,w_gpu,w_mem,usage_c4,usage_c5,usage_c6,usage_c7,temp4,temp5,temp6,temp7,temp_gpu,freq_big_cluster
2.653,0.237744,0.032095,0.098307,0.032886,0,0,0,0,50,53,53,50,48,1000000000
2.653,0.236555,0.032095,0.0993,0.034104,0,0,0,0,50,53,53,50,48,1000000000
2.641,0.23749,0.034846,0.098307,0.032886,0,0,0,0,49,53,53,49,48,1000000000
2.645,0.236555,0.032095,0.098307,0.034104,0,0,0,0,49,53,53,50,48,1000000000
2.641,0.236555,0.032095,0.098307,0.034104,0,0,0,0,50,52,53,49,48,1000000000
2.641,0.23749,0.033929,0.098307,0.03654,0,0,0,0,50,53,53,49,48,1000000000
2.641,0.236555,0.033929,0.098307,0.034104,0,0,0,0,50,53,53,49,48,1000000000
2.653,0.236555,0.03213,0.098307,0.034104,0,0,0,0,49,52,53,49,48,1000000000
2.637,0.236555,0.03213,0.098307,0.034104,0,0,0,0,50,52,53,49,48,1000000000
2.637,0.237744,0.034846,0.098307,0.035322,0,0,0,0,50,53,53,49,48,1000000000
2.653,0.236808,0.033012,0.098307,0.034104,0,0,0,0,50,52,53,49,48,1000000000
2.649,0.236808,0.032095,0.098307,0.034104,0,0,0,0,50,52,53,49,48,1000000000
2.649,0.236808,0.032095,0.098307,0.034104,0,0,0,0,49,52,53,49,48,1000000000
2.637,0.236808,0.033012,0.098307,0.032886,0,0,0,0,49,52,53,49,48,1000000000
2.645,0.236808,0.032095,0.098307,0.032886,0,0,0,0,49,52,53,49,48,1000000000
2.657,0.236808,0.032095,0.098307,0.032886,0,0,0,0,49,52,53,49,48,1000000000
2.657,0.236555,0.034846,0.098307,0.03654,0,0,0,0,49,52,53,49,48,1000000000
2.641,0.236555,0.033012,0.098307,0.031668,0,0,0,0,50,52,53,49,48,1000000000
2.634,0.236555,0.032095,0.098307,0.031668,0,0,0,0,49,52,53,49,48,1000000000
2.653,0.236555,0.032095,0.098307,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.653,0.236555,0.035763,0.098307,0.035322,0,0,0,0,49,52,53,49,48,1000000000
2.641,0.23562,0.032095,0.098307,0.03045,0,0,0,0,49,52,53,49,48,1000000000
2.641,0.23562,0.032095,0.098307,0.03045,0,0,0,0,49,52,53,49,48,1000000000
2.645,0.236555,0.032095,0.098307,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.034846,0.098307,0.032886,0,0,0,0,49,52,53,49,48,1000000000
2.637,0.23562,0.033048,0.098307,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.23562,0.033048,0.098307,0.032886,0,0,0,0,49,52,53,49,48,1000000000
2.641,0.236555,0.033929,0.098307,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.236808,0.032095,0.098307,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.236808,0.033929,0.098307,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.657,0.236808,0.033929,0.098307,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.657,0.236808,0.034884,0.098307,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033012,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.032095,0.097216,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.236555,0.034884,0.097216,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.03213,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.03213,0.098307,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.236555,0.033966,0.098307,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.235872,0.033012,0.098307,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.236555,0.033966,0.098307,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.236555,0.033966,0.098208,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.034846,0.098307,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.236555,0.033929,0.098307,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.03213,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.03213,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.236808,0.033966,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.653,0.23562,0.033966,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.03213,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.034884,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.03213,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.03213,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.236555,0.033966,0.098307,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033048,0.098307,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.03213,0.098307,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.03213,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.653,0.23562,0.033966,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.098307,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.23562,0.033929,0.098307,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.23562,0.033048,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033048,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033012,0.097216,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033048,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23749,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23749,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.03213,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.235872,0.034846,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.033012,0.097216,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.236555,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033929,0.097216,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.034846,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.235872,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.235872,0.033048,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.033966,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.03213,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033048,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033048,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033966,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.034884,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.03213,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.03213,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033929,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.03213,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.03213,0.097216,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033929,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.034846,0.097216,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.034846,0.097216,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.034846,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.664,0.24123,0.035763,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.035763,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.033929,0.097314,0.037758,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.626,0.234685,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.653,0.23562,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.653,0.23562,0.034846,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.034846,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033929,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.23562,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.23562,0.033929,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.033929,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033012,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033966,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.236555,0.03213,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.03213,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.03213,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.03213,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.033929,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.034884,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.23562,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.033048,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.03213,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.626,0.234685,0.03213,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.034884,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.03213,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.23562,0.034846,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.033929,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.032859,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033012,0.097314,0.032859,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.037758,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.23562,0.033966,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.23562,0.033048,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.03213,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.03213,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.626,0.234685,0.033966,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.033048,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.03213,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.03213,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033929,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23375,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.033966,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033966,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.032095,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033966,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.03213,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.034846,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.032095,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.034846,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.03213,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.033966,0.097216,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.033929,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.23562,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.23562,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.626,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,47,1000000000
2.637,0.234685,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23562,0.033929,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.626,0.234685,0.031178,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.031178,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.033929,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.03213,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.23562,0.032095,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.034884,0.097314,0.040194,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.03213,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23375,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.23375,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234685,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234685,0.033012,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.033929,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.649,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234936,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.033929,0.097314,0.037758,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.034846,0.097314,0.037758,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.032095,0.097314,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.033929,0.097216,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.032095,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.653,0.234685,0.042182,0.097216,0.032886,0,0.0625,0,0.1333333335,49,52,52,49,48,1000000000
2.679,0.362937,0.042182,0.097314,0.04872,0,0,0,0,49,52,53,50,48,1000000000
2.809,0.23562,0.034846,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.032095,0.097216,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.23562,0.033929,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234936,0.033048,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.645,0.234936,0.03213,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.626,0.235872,0.03213,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.626,0.234936,0.033929,0.097216,0.032886,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234936,0.03213,0.097216,0.029232,0,0,0,0,49,52,52,49,48,1000000000
2.637,0.234936,0.033048,0.097314,0.029232,0,0,0,0,49,52,52,49,48,1000000000
2.626,0.235872,0.033048,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.234936,0.033966,0.097314,0.03045,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.235872,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.235872,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.634,0.235872,0.034846,0.097314,0.03654,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234685,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,47,1000000000
2.63,0.234936,0.032095,0.097314,0.031668,0,0,0,0,49,52,52,49,48,1000000000
2.63,0.234685,0.033012,0.097314,0.035322,0,0,0,0,49,52,52,49,48,1000000000
2.641,0.234936,0.033012,0.097314,0.034104,0,0,0,0,49,52,52,49,48,1000000000
