total_watts,w_big,w_little,w_gpu,w_mem,usage_c4,usage_c5,usage_c6,usage_c7,temp4,temp5,temp6,temp7,temp_gpu,freq_big_cluster
3.256,0.670944,0.034846,0.097314,0.05002,1,0,0,0,52,52,52,49,48,1000000000
3.256,0.670944,0.032095,0.097314,0.0488,1,0,0,0,52,52,52,49,48,1000000000
3.248,0.670944,0.032095,0.097314,0.0488,1,0,0,0,52,53,52,49,48,1000000000
3.248,0.670944,0.032095,0.097314,0.05124,1,0,0,0,52,53,52,49,48,1000000000
3.252,0.670944,0.033929,0.097314,0.05002,1,0,0,0,53,53,52,49,48,1000000000
3.252,0.671872,0.033929,0.097314,0.05002,1,0,0,0,53,53,52,49,48,1000000000
3.252,0.671872,0.033929,0.097314,0.05124,1,0,0,0,53,53,52,49,48,1000000000
3.252,0.670944,0.033012,0.097314,0.05002,1,0,0,0,53,53,52,49,48,1000000000
3.26,0.671872,0.033929,0.097314,0.05002,1,0,0,0,53,53,52,49,49,1000000000
3.26,0.6728,0.033012,0.097314,0.05002,1,0,0,0,53,53,52,50,48,1000000000
3.252,0.6728,0.033012,0.097314,0.05124,1,0,0,0,53,53,52,49,49,1000000000
3.263,0.6728,0.034846,0.097314,0.05002,1,0,0,0,53,53,52,50,49,1000000000
3.248,0.67332,0.032095,0.097314,0.0488,1,0,0,0,53,53,53,50,49,1000000000
3.248,0.67425,0.032095,0.098307,0.0488,1,0,0,0,53,53,53,50,49,1000000000
3.26,0.67425,0.032095,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.26,0.67425,0.034884,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.67518,0.033012,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.67518,0.033012,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.67518,0.033929,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.26,0.67518,0.033048,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.26,0.67518,0.033012,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.67518,0.033012,0.098307,0.05124,1,0,0,0,53,53,53,50,49,1000000000
3.252,0.67425,0.033929,0.098307,0.0488,1,0,0,0,53,53,53,50,49,1000000000
3.26,0.67518,0.033012,0.098307,0.0488,1,0,0,0,53,53,53,50,49,1000000000
3.26,0.67611,0.033966,0.098307,0.0488,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.67611,0.033966,0.098307,0.05124,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.67518,0.034884,0.098307,0.0488,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.674656,0.033966,0.098307,0.0488,1,0,0,0,53,53,53,50,49,1000000000
3.252,0.67611,0.033966,0.098208,0.05124,1,0,0,0,53,53,53,50,49,1000000000
3.26,0.67611,0.034846,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.263,0.673728,0.033966,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.67518,0.033048,0.0993,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.67518,0.033048,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.252,0.67611,0.033929,0.098208,0.0488,1,0,0,0,53,53,53,50,49,1000000000
3.263,0.673728,0.033966,0.098208,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.263,0.673728,0.03213,0.098307,0.05002,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.673728,0.032095,0.0993,0.05124,1,0,0,0,53,53,53,50,49,1000000000
3.256,0.674656,0.034846,0.0993,0.0488,1,0,0,0,54,53,53,50,49,1000000000
3.267,0.673728,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.67611,0.033929,0.0993,0.05124,1,0,0,0,53,54,53,50,49,1000000000
3.26,0.67611,0.034846,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033012,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033048,0.0993,0.05002,1,0,0,0,53,54,53,50,49,1000000000
3.263,0.673728,0.033048,0.0993,0.05002,1,0,0,0,53,54,53,50,49,1000000000
3.26,0.674656,0.034846,0.0993,0.0488,1,0,0,0,53,54,53,50,49,1000000000
3.267,0.674656,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.67518,0.033012,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.67518,0.033012,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.675584,0.034846,0.0993,0.05124,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.6728,0.033012,0.0993,0.05124,1,0,0,0,53,54,53,50,49,1000000000
3.263,0.674656,0.033012,0.0993,0.05124,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.674656,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.673728,0.033966,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.279,0.673728,0.033929,0.0993,0.05124,1,0,0,0,54,54,53,50,49,1000000000
3.279,0.673728,0.034846,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033012,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033012,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033929,0.0993,0.05124,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.673728,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.673728,0.03213,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.673728,0.03213,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.673728,0.033966,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.252,0.674656,0.033966,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.271,0.673728,0.033966,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.673728,0.033966,0.0995,0.05124,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.673728,0.033966,0.0995,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.673728,0.033012,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.674656,0.033012,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.674656,0.033929,0.0993,0.05124,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.673728,0.034884,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.674656,0.033012,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033012,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033966,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.256,0.674656,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,50,1000000000
3.252,0.673728,0.033048,0.0995,0.05002,1,0,0,0,54,54,54,50,49,1000000000
3.267,0.673728,0.033048,0.0993,0.05124,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.673728,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.674656,0.034846,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.294,0.673728,0.034846,0.0993,0.05124,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033929,0.0993,0.05124,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.67611,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.26,0.674656,0.033012,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.674656,0.033012,0.0993,0.05002,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.674656,0.034846,0.0993,0.05002,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.674656,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.674656,0.032095,0.0993,0.0488,1,0,0,0,54,54,53,50,49,1000000000
3.26,0.674656,0.032095,0.0993,0.05124,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.674656,0.034846,0.0993,0.05002,1,0,0,0,54,54,54,50,50,1000000000
3.263,0.675584,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.673728,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.673728,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.267,0.674656,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.26,0.674656,0.032095,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.674656,0.032095,0.0993,0.05124,1,0,0,0,54,54,53,50,50,1000000000
3.267,0.674656,0.034846,0.0993,0.05002,1,0,0,0,54,54,53,50,50,1000000000
3.267,0.673728,0.033012,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.67704,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.267,0.675584,0.033929,0.0993,0.05246,1,0,0,0,54,54,53,50,49,1000000000
3.267,0.675584,0.034846,0.0993,0.05002,1,0,0,0,54,54,54,50,50,1000000000
3.267,0.675584,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,49,1000000000
3.263,0.673728,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,50,1000000000
3.267,0.674656,0.033929,0.0993,0.05002,1,0,0,0,54,54,54,50,49,1000000000
3.26,0.674656,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.26,0.675584,0.033929,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.271,0.67611,0.033929,0.0993,0.05124,1,0,0,0,54,54,54,50,50,1000000000
3.271,0.67611,0.034846,0.0993,0.0488,1,0,0,0,54,54,53,50,50,1000000000
3.271,0.675584,0.033012,0.0993,0.05002,1,0,0,0,54,54,53,51,50,1000000000
3.263,0.67611,0.033929,0.0993,0.05002,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.67704,0.033929,0.0993,0.05124,1,0,0,0,54,54,53,51,50,1000000000
3.275,0.67704,0.034846,0.0993,0.05002,1,0,0,0,54,54,54,50,50,1000000000
3.275,0.675584,0.033048,0.0993,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033048,0.0993,0.05124,1,0,0,0,54,54,54,50,50,1000000000
3.263,0.674656,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.674656,0.033966,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033966,0.0993,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.674656,0.033966,0.0993,0.05124,1,0,0,0,54,54,53,50,50,1000000000
3.26,0.674656,0.034884,0.0993,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.26,0.676512,0.033966,0.100293,0.05124,1,0,0,0,54,54,53,51,50,1000000000
3.271,0.675584,0.033966,0.0993,0.05124,1,0,0,0,54,54,53,50,50,1000000000
3.263,0.674656,0.033966,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.674656,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,50,50,1000000000
3.267,0.675584,0.033048,0.100293,0.05002,1,0,0,0,54,54,53,51,50,1000000000
3.267,0.675584,0.033048,0.0993,0.05002,1,0,0,0,54,54,54,50,50,1000000000
3.256,0.674656,0.034884,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.674656,0.033966,0.100293,0.05002,1,0,0,0,54,54,54,50,50,1000000000
3.271,0.675584,0.033048,0.0993,0.05002,1,0,0,0,54,54,54,50,50,1000000000
3.263,0.674656,0.033048,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.674656,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,49,1000000000
3.263,0.674656,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.034846,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.033012,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.674656,0.033012,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.034846,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.673728,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033012,0.100293,0.05246,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.674656,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.674656,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.675584,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033929,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.674656,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.275,0.674656,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.275,0.675584,0.034846,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033012,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.675584,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.675584,0.034846,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.674656,0.033929,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033929,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.034884,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.275,0.675584,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.275,0.675584,0.034846,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.26,0.675584,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.033012,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.034846,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.033929,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.674656,0.033012,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.033012,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.674656,0.034846,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.674656,0.033048,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.676512,0.033048,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.034846,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.034846,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.676512,0.033929,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.676512,0.033929,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.67704,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.67704,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033012,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.033012,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.034846,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033929,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.674656,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.67797,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.67704,0.033966,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.67704,0.033048,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.275,0.676512,0.033048,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.034884,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.263,0.675584,0.033048,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.676512,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.675584,0.033929,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.676512,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.033929,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033929,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.279,0.676512,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.279,0.676512,0.033966,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.676512,0.033966,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.267,0.675584,0.033966,0.100293,0.05124,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.676512,0.034846,0.100293,0.05002,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.675584,0.033929,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
3.271,0.675584,0.033012,0.100293,0.0488,1,0,0,0,54,54,54,51,50,1000000000
