time,W,usage_c0,usage_c1,usage_c2,usage_c3,usage_c4,usage_c5,usage_c6,usage_c7,temp4,temp5,temp6,temp7,
1644445773.4115837,8.702,0.14300000000000002,0.05,0.1,0.0,0.95,1.0,0.9520000000000001,0.9520000000000001,56.0,63.0,63.0,54.0,
1644445773.612032,8.702,0.053,0.0,0.055999999999999994,0.053,0.579,0.722,0.5710000000000001,0.556,52.0,59.0,58.0,51.0,
1644445773.812504,8.702,0.15,0.05,0.19,0.05,0.95,0.909,0.95,1.0,55.0,63.0,62.0,54.0,
1644445774.0130682,8.702,0.053,0.0,0.1,0.048,0.95,0.9470000000000001,0.9470000000000001,1.0,54.0,62.0,61.0,54.0,
1644445774.213521,9.626,0.15,0.0,0.158,0.0,0.667,0.6,0.632,0.7140000000000001,55.0,61.0,61.0,53.0,
1644445774.4139662,9.626,0.0,0.05,0.182,0.0,1.0,0.95,0.905,0.9470000000000001,56.0,64.0,63.0,54.0,
1644445774.6144135,9.626,0.1,0.0,0.1,0.0,0.762,0.684,0.684,0.65,52.0,58.0,56.0,50.0,
1644445774.8148773,9.626,0.0,0.0,0.105,0.053,0.9520000000000001,0.85,0.857,0.905,56.0,63.0,62.0,54.0,
1644445775.015323,9.626,0.0,0.05,0.1,0.048,1.0,0.9520000000000001,0.95,0.9470000000000001,57.0,64.0,63.0,55.0,
1644445775.2157817,10.504,0.105,0.0,0.1,0.048,0.762,0.611,0.632,0.6,55.0,62.0,61.0,53.0,
1644445775.4162302,10.504,0.1,0.0,0.053,0.0,1.0,0.95,0.95,0.95,57.0,64.0,63.0,55.0,
1644445775.6166568,10.504,0.111,0.0,0.105,0.05,0.8420000000000001,0.8420000000000001,0.75,0.762,53.0,60.0,59.0,52.0,
1644445775.8172781,10.504,0.053,0.048,0.19,0.048,0.857,0.85,0.8,0.789,57.0,63.0,62.0,54.0,
1644445776.0177255,10.504,0.053,0.0,0.095,0.0,1.0,0.95,0.95,0.95,57.0,65.0,64.0,55.0,
1644445776.2181973,8.676,0.111,0.048,0.1,0.0,0.727,0.7140000000000001,0.636,0.619,55.0,62.0,61.0,53.0,
1644445776.4187458,8.676,0.0,0.0,0.1,0.0,1.0,0.9470000000000001,0.9470000000000001,0.9470000000000001,57.0,65.0,64.0,55.0,
1644445776.619211,8.676,0.053,0.05,0.1,0.0,0.9,0.857,0.8640000000000001,0.857,56.0,63.0,62.0,54.0,
1644445776.8196583,8.676,0.1,0.0,0.053,0.05,0.75,0.778,0.684,0.75,56.0,64.0,63.0,55.0,
1644445777.020104,8.676,0.0,0.0,0.053,0.0,0.95,1.0,0.95,0.95,57.0,66.0,64.0,56.0,
1644445777.2205675,8.676,0.14300000000000002,0.0,0.14300000000000002,0.1,0.6,0.667,0.75,0.65,54.0,61.0,61.0,53.0,
1644445777.4210222,8.886,0.1,0.048,0.14300000000000002,0.0,0.9520000000000001,0.9520000000000001,1.0,0.905,57.0,65.0,65.0,55.0,
1644445777.6214724,8.886,0.055999999999999994,0.0,0.1,0.05,0.9520000000000001,1.0,1.0,1.0,56.0,65.0,65.0,56.0,
1644445777.8219357,8.886,0.14300000000000002,0.05,0.19,0.0,0.6,0.636,0.737,0.619,55.0,64.0,63.0,54.0,
1644445778.022399,8.886,0.095,0.0,0.053,0.053,1.0,1.0,0.9520000000000001,1.0,58.0,66.0,64.0,56.0,
1644445778.2228594,8.893,0.15,0.0,0.1,0.0,0.619,0.75,0.684,0.619,52.0,61.0,60.0,51.0,
1644445778.4233117,8.893,0.0,0.0,0.1,0.05,0.9470000000000001,1.0,0.9470000000000001,0.9470000000000001,58.0,66.0,65.0,56.0,
1644445778.623778,8.893,0.055999999999999994,0.053,0.053,0.0,0.9520000000000001,1.0,0.9520000000000001,0.95,59.0,67.0,66.0,57.0,
1644445778.8242342,8.893,0.1,0.0,0.15,0.095,0.619,0.684,0.7140000000000001,0.65,57.0,65.0,64.0,55.0,
1644445779.0247006,8.893,0.0,0.0,0.14300000000000002,0.05,0.95,1.0,0.95,0.909,58.0,66.0,65.0,56.0,
1644445779.2251723,9.577,0.158,0.0,0.053,0.0,0.667,0.7140000000000001,0.75,0.684,52.0,60.0,59.0,51.0,
1644445779.425615,9.577,0.095,0.05,0.1,0.05,0.9440000000000001,0.9470000000000001,0.895,0.9,58.0,66.0,65.0,56.0,
1644445779.626079,9.577,0.111,0.0,0.15,0.0,0.95,1.0,0.955,0.9520000000000001,59.0,67.0,66.0,57.0,
1644445779.8265576,9.577,0.158,0.19,0.1,0.0,0.619,0.65,0.684,0.684,57.0,64.0,64.0,56.0,
1644445780.027012,9.577,0.0,0.053,0.05,0.0,0.9470000000000001,0.9470000000000001,1.0,0.95,59.0,66.0,66.0,57.0,
1644445780.2274861,8.836,0.273,0.0,0.105,0.0,0.682,0.667,0.7140000000000001,0.762,53.0,60.0,59.0,53.0,
1644445780.427935,8.836,0.0,0.0,0.14300000000000002,0.0,0.895,0.85,0.85,0.9,58.0,66.0,65.0,57.0,
1644445780.6284015,8.836,0.053,0.0,0.053,0.05,0.9470000000000001,0.9470000000000001,0.95,1.0,59.0,67.0,66.0,57.0,
1644445780.8288722,8.836,0.14300000000000002,0.1,0.15,0.048,0.7,0.667,0.65,0.667,57.0,64.0,64.0,56.0,
1644445781.029336,8.836,0.05,0.048,0.14300000000000002,0.05,0.9470000000000001,0.95,1.0,0.95,59.0,66.0,66.0,57.0,
1644445781.2297935,9.08,0.158,0.048,0.14300000000000002,0.053,0.762,0.75,0.789,0.75,52.0,61.0,60.0,53.0,
1644445781.430246,9.08,0.05,0.0,0.053,0.0,0.8,0.8,0.905,0.85,58.0,65.0,66.0,56.0,
1644445781.6307023,9.08,0.059000000000000004,0.0,0.158,0.0,0.95,0.9470000000000001,1.0,0.95,58.0,67.0,67.0,57.0,
1644445781.8311696,9.08,0.16699999999999998,0.0,0.055999999999999994,0.048,0.632,0.619,0.65,0.7140000000000001,56.0,64.0,64.0,56.0,
1644445782.031626,8.966,0.25,0.053,0.14300000000000002,0.0,0.905,0.95,1.0,0.9520000000000001,59.0,67.0,66.0,57.0,
1644445782.232088,8.966,0.055999999999999994,0.05,0.1,0.0,0.789,0.833,0.9440000000000001,0.889,54.0,63.0,62.0,55.0,
1644445782.4325411,8.966,0.14300000000000002,0.0,0.053,0.0,0.8,0.75,0.818,0.8,58.0,66.0,66.0,57.0,
1644445782.63299,8.966,0.0,0.0,0.1,0.05,0.95,0.9520000000000001,1.0,0.95,59.0,67.0,67.0,58.0,
1644445782.8334713,8.966,0.059000000000000004,0.0,0.14300000000000002,0.05,0.6,0.6,0.7,0.632,57.0,64.0,64.0,56.0,
