time_stamp, total_power, temps_avg,
1648599592.5703049,6.462,49.5,
1648599592.7706528,6.462,50.0,
1648599592.970986,6.462,50.25,
1648599593.1712902,6.462,49.0,
1648599593.371662,6.462,49.75,
1648599593.5720003,6.462,49.75,
1648599593.7722988,6.481,49.5,
1648599593.9726372,6.481,49.75,
1648599594.172989,6.481,49.5,
1648599594.3733127,6.481,49.75,
1648599594.573691,6.481,49.75,
1648599594.774031,6.481,49.75,
1648599594.9743416,6.481,49.5,
1648599595.174671,6.363,49.75,
1648599595.3750446,6.363,49.75,
1648599595.5753644,6.363,49.5,
1648599595.7756984,6.363,49.5,
1648599595.9760332,6.393,49.5,
1648599596.1764777,6.393,49.75,
1648599596.3768241,6.393,49.75,
1648599596.5771766,6.393,49.75,
1648599596.7775347,6.393,49.75,
1648599596.9779456,6.393,49.75,
1648599597.178938,6.393,50.0,
1648599597.379378,6.393,50.0,
1648599597.579684,6.393,50.0,
1648599597.7799976,6.504,49.5,
1648599597.9803069,6.504,50.0,
1648599598.1806228,6.504,49.75,
1648599598.380955,6.504,49.75,
1648599598.5813096,6.504,49.75,
1648599598.781655,6.336,50.0,
1648599598.9819925,6.336,49.5,
1648599599.1823812,6.336,49.75,
1648599599.3826475,6.336,54.0,
1648599599.5829637,6.336,50.75,
1648599599.783276,6.336,50.25,
1648599599.9835918,6.336,49.75,
1648599600.183919,7.386,50.0,
1648599600.3842397,7.386,49.75,
1648599600.5845373,7.386,51.75,
1648599600.7848475,7.386,50.0,
1648599600.9851396,6.389,51.0,
1648599601.1854637,6.389,50.25,
1648599601.3857787,6.389,50.0,
1648599601.5861056,6.389,49.75,
1648599601.7864385,6.382,49.75,
1648599601.9867625,6.382,49.5,
1648599602.1871004,6.382,49.75,
1648599602.3874466,6.382,49.75,
1648599602.5877435,6.382,49.75,
