time_stamp, total_power, temps_avg,
1648582636.7735977,7.741,56.5,
1648582636.9739404,7.603,55.75,
1648582637.1743066,7.603,55.0,
1648582637.374736,7.603,55.75,
1648582637.575074,7.603,56.5,
1648582637.7753832,7.603,56.25,
1648582637.975696,7.641,55.75,
1648582638.176069,7.641,55.5,
1648582638.3763957,7.641,55.75,
1648582638.5767386,7.641,56.5,
1648582638.7770689,7.733,56.0,
1648582638.9774237,7.733,55.75,
1648582639.1778965,7.733,55.75,
1648582639.3783875,7.733,56.75,
1648582639.5789027,7.733,56.0,
1648582639.7794173,7.645,55.75,
1648582639.979939,7.645,55.75,
1648582640.1804383,7.645,55.75,
1648582640.3809242,7.645,56.5,
1648582640.5814347,7.645,55.75,
1648582640.781925,7.79,55.75,
1648582640.9824307,7.79,55.75,
1648582641.1829307,7.79,55.75,
1648582641.3834178,7.79,56.0,
1648582641.5839133,7.79,55.75,
1648582641.784405,7.802,55.75,
1648582641.9849296,7.802,55.25,
1648582642.1854324,7.802,56.75,
1648582642.386921,7.802,55.75,
1648582642.587428,7.802,55.75,
1648582642.787852,7.802,55.75,
1648582642.9881582,7.802,56.75,
1648582643.1885068,7.592,56.0,
1648582643.3902347,7.592,55.75,
1648582643.590614,7.592,55.75,
1648582643.7909338,7.592,56.75,
1648582643.991311,7.592,55.75,
1648582644.1916685,7.592,55.75,
1648582644.392024,7.592,55.75,
1648582644.5923533,7.592,56.5,
1648582644.792661,7.592,56.25,
1648582644.9929757,7.592,56.0,
1648582645.1933577,7.592,55.5,
1648582645.3936794,7.592,55.75,
1648582645.5940192,7.592,57.0,
1648582645.7944653,7.592,55.75,
1648582645.9950624,7.618,55.75,
1648582646.195516,7.618,55.75,
1648582646.3959184,7.618,56.75,
1648582646.5964181,7.618,55.75,
1648582646.7968752,7.672,55.75,
1648582646.9972486,7.672,55.75,
1648582647.197535,7.672,56.25,
1648582647.3978407,7.672,56.5,
1648582647.5981557,7.672,56.0,
1648582647.7985396,7.733,55.75,
1648582647.9988668,7.733,55.75,
1648582648.1991992,7.733,57.0,
1648582648.3995478,7.733,56.0,
1648582648.5999012,7.733,55.75,
1648582648.8003151,7.779,55.75,
1648582649.0006478,7.779,56.25,
1648582649.2009892,7.779,56.25,
1648582649.4013474,7.779,55.75,
1648582649.6017303,7.779,55.75,
1648582649.8020344,7.76,55.75,
1648582650.0024583,7.76,56.75,
1648582650.2029717,7.76,55.75,
1648582650.4034646,7.76,55.75,
1648582650.60396,7.76,55.75,
1648582650.804441,7.76,56.5,
1648582651.0049415,7.76,55.75,
1648582651.2054253,7.741,55.75,
1648582651.405916,7.741,55.75,
1648582651.6063979,7.741,56.75,
1648582651.806873,7.741,55.75,
1648582652.0073793,7.741,55.75,
1648582652.2078726,7.813,55.75,
1648582652.4083464,7.813,56.75,
1648582652.6088476,7.813,55.75,
1648582652.8093288,7.695,55.75,
1648582653.0098264,7.695,55.75,
1648582653.2103086,7.695,56.5,
1648582653.4107988,7.695,56.25,
1648582653.6112843,7.695,56.0,
1648582653.8117633,7.695,55.75,
1648582654.0122693,7.63,56.25,
1648582654.2127554,7.63,56.25,
1648582654.4132543,7.63,55.75,
1648582654.6137588,7.63,55.75,
